InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,DayOfWeek,PriceDiff,PriceDiffNote,InvoiceMonth
553846,21246,RED RETROSPOT BIG BOWL,12,2011-05-19 12:40:00,4.95,15738,United Kingdom,59.400000000000006,Thursday,,First entry,2011-05-01
580293,21175,GIN AND TONIC DIET METAL SIGN,1,2011-12-02 13:38:00,2.55,16426,United Kingdom,2.55,Friday,0.0,,2011-12-01
561610,22320,BIRDS MOBILE VINTAGE DESIGN,3,2011-07-28 12:28:00,5.95,16076,United Kingdom,17.85,Thursday,,First entry,2011-07-01
544803,22377,BOTTLE BAG RETROSPOT ,1,2011-02-23 14:29:00,2.1,14606,United Kingdom,2.1,Wednesday,,First entry,2011-02-01
554181,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-05-23 12:09:00,0.42,13078,United Kingdom,10.5,Monday,0.0,,2011-05-01
577403,22189,CREAM HEART CARD HOLDER,4,2011-11-20 10:15:00,3.95,13988,United Kingdom,15.8,Sunday,0.0,,2011-11-01
537829,22569,FELTCRAFT CUSHION BUTTERFLY,4,2010-12-08 14:46:00,3.75,15498,United Kingdom,15.0,Wednesday,,First entry,2010-12-01
569365,23531,WALL ART BIG LOVE ,24,2011-10-03 15:24:00,4.77,18102,United Kingdom,114.47999999999999,Monday,,First entry,2011-10-01
565456,82600,NO SINGING METAL SIGN,1,2011-09-04 16:12:00,2.1,16629,United Kingdom,2.1,Sunday,0.0,,2011-09-01
539663,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-21 10:26:00,2.95,17961,United Kingdom,5.9,Tuesday,,First entry,2010-12-01
550823,22429,ENAMEL MEASURING JUG CREAM,8,2011-04-21 09:36:00,4.25,16133,United Kingdom,34.0,Thursday,0.0,,2011-04-01
580904,22410,MONEY BOX HOUSEKEEPING DESIGN,6,2011-12-06 12:59:00,0.39,15311,United Kingdom,2.34,Tuesday,,First entry,2011-12-01
550622,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,12,2011-04-19 13:49:00,2.55,13735,United Kingdom,30.599999999999998,Tuesday,,First entry,2011-04-01
540240,16225,RATTLE SNAKE EGGS,24,2011-01-05 15:09:00,0.42,17585,United Kingdom,10.08,Wednesday,,First entry,2011-01-01
568075,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-09-23 14:21:00,0.83,14652,United Kingdom,0.83,Friday,0.0,,2011-09-01
554949,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-05-27 14:44:00,2.95,14092,United Kingdom,35.400000000000006,Friday,0.0,,2011-05-01
574020,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2011-11-02 12:15:00,1.25,14673,United Kingdom,15.0,Wednesday,0.0,,2011-11-01
565287,20719,WOODLAND CHARLOTTE BAG,20,2011-09-02 11:42:00,0.85,12483,Sweden,17.0,Friday,0.0,,2011-09-01
579495,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-29 15:34:00,0.29,13576,United Kingdom,6.959999999999999,Tuesday,0.0,,2011-11-01
547382,21904,HOUSE WRECKING METAL SIGN ,1,2011-03-22 15:31:00,2.1,15457,United Kingdom,2.1,Tuesday,,First entry,2011-03-01
578521,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-11-24 14:06:00,2.89,17812,United Kingdom,11.56,Thursday,0.0,,2011-11-01
556279,21166,COOK WITH WINE METAL SIGN ,2,2011-06-09 19:55:00,2.08,14562,United Kingdom,4.16,Thursday,0.0,,2011-06-01
578068,84558A,3D DOG PICTURE PLAYING CARDS,8,2011-11-22 15:45:00,2.95,14505,United Kingdom,23.6,Tuesday,0.0,,2011-11-01
544790,22078,RIBBON REEL LACE DESIGN ,5,2011-02-23 12:27:00,2.1,16940,United Kingdom,10.5,Wednesday,0.0,,2011-02-01
545334,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2,2011-03-01 16:34:00,1.65,15750,United Kingdom,3.3,Tuesday,,First entry,2011-03-01
545416,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,2011-03-02 13:35:00,0.29,17770,United Kingdom,6.959999999999999,Wednesday,,First entry,2011-03-01
541223,85018D,YULETIDE IMAGES S/6 PAPER BOXES,1,2011-01-14 14:39:00,2.55,17954,United Kingdom,2.55,Friday,0.0,,2011-01-01
544663,22568,FELTCRAFT CUSHION OWL,8,2011-02-22 14:43:00,3.75,18188,United Kingdom,30.0,Tuesday,,First entry,2011-02-01
547946,22499,WOODEN UNION JACK BUNTING,12,2011-03-28 14:59:00,5.95,12971,United Kingdom,71.4,Monday,0.0,,2011-03-01
567334,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-09-19 14:55:00,1.25,14911,EIRE,15.0,Monday,0.0,,2011-09-01
566319,23236,STORAGE TIN VINTAGE DOILEY ,6,2011-09-12 11:25:00,2.89,13431,United Kingdom,17.34,Monday,0.0,,2011-09-01
578678,20829,GLITTER HANGING BUTTERFLY STRING,2,2011-11-24 19:59:00,2.1,17841,United Kingdom,4.2,Thursday,0.0,,2011-11-01
562085,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-08-02 12:27:00,7.5,15228,United Kingdom,15.0,Tuesday,0.0,,2011-08-01
544474,22893,MINI CAKE STAND T-LIGHT HOLDER,24,2011-02-21 09:52:00,0.42,12423,Belgium,10.08,Monday,,First entry,2011-02-01
557057,22472,TV DINNER TRAY DOLLY GIRL,6,2011-06-16 14:46:00,4.95,16843,United Kingdom,29.700000000000003,Thursday,,First entry,2011-06-01
561466,84508A,CAMOUFLAGE DESIGN TEDDY,1,2011-07-27 12:50:00,2.55,17243,United Kingdom,2.55,Wednesday,,First entry,2011-07-01
569110,20728,LUNCH BAG CARS BLUE,10,2011-09-30 12:44:00,1.65,17675,United Kingdom,16.5,Friday,0.0,,2011-09-01
573139,22279,POCKET BAG BLUE PAISLEY RED SPOT,4,2011-10-27 17:29:00,1.25,14716,United Kingdom,5.0,Thursday,,First entry,2011-10-01
570818,23212,HEART WREATH DECORATION WITH BELL,3,2011-10-12 12:47:00,1.25,17841,United Kingdom,3.75,Wednesday,0.0,,2011-10-01
547101,22207,FRYING PAN UNION FLAG,24,2011-03-21 10:34:00,3.75,16029,United Kingdom,90.0,Monday,,First entry,2011-03-01
538419,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-12 12:01:00,1.25,16367,United Kingdom,15.0,Sunday,,First entry,2010-12-01
575075,22727,ALARM CLOCK BAKELIKE RED ,2,2011-11-08 13:19:00,3.75,13975,United Kingdom,7.5,Tuesday,0.0,,2011-11-01
575917,23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,8,2011-11-11 16:57:00,2.89,13895,United Kingdom,23.12,Friday,,First entry,2011-11-01
570640,23205,CHARLOTTE BAG ALPHABET  DESIGN,10,2011-10-11 12:38:00,0.85,12474,Germany,8.5,Tuesday,0.0,,2011-10-01
537804,M,Manual,12,2010-12-08 13:17:00,2.95,12748,United Kingdom,35.400000000000006,Wednesday,,First entry,2010-12-01
551776,22678,FRENCH BLUE METAL DOOR SIGN 3,1,2011-05-04 11:23:00,1.25,13268,United Kingdom,1.25,Wednesday,,First entry,2011-05-01
566872,22382,LUNCH BAG SPACEBOY DESIGN ,5,2011-09-15 13:28:00,1.65,16729,United Kingdom,8.25,Thursday,0.0,,2011-09-01
553860,51014C,"FEATHER PEN,COAL BLACK",12,2011-05-19 13:57:00,0.85,17841,United Kingdom,10.2,Thursday,0.0,,2011-05-01
539034,22745,POPPY'S PLAYHOUSE BEDROOM ,3,2010-12-15 14:29:00,2.1,16161,United Kingdom,6.300000000000001,Wednesday,,First entry,2010-12-01
543804,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2011-02-13 12:17:00,2.95,16434,United Kingdom,11.8,Sunday,0.0,,2011-02-01
575491,22727,ALARM CLOCK BAKELIKE RED ,1,2011-11-09 17:47:00,3.75,15531,United Kingdom,3.75,Wednesday,0.0,,2011-11-01
556671,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,3,2011-06-13 16:33:00,0.85,17841,United Kingdom,2.55,Monday,,First entry,2011-06-01
562031,23135,SMALL ZINC HEART WALL ORGANISER,1,2011-08-01 17:37:00,5.75,16984,United Kingdom,5.75,Monday,,First entry,2011-08-01
566950,23209,LUNCH BAG VINTAGE DOILEY ,10,2011-09-15 16:34:00,1.65,17594,United Kingdom,16.5,Thursday,0.0,,2011-09-01
573913,22211,WOOD STAMP SET FLOWERS,12,2011-11-01 15:49:00,0.83,17653,United Kingdom,9.959999999999999,Tuesday,0.0,,2011-11-01
547906,47599B,BLUE PARTY BAGS ,4,2011-03-28 12:13:00,2.1,14410,United Kingdom,8.4,Monday,,First entry,2011-03-01
537382,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,4,2010-12-06 13:13:00,2.95,16710,United Kingdom,11.8,Monday,,First entry,2010-12-01
578325,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-11-23 17:43:00,1.25,16343,United Kingdom,1.25,Wednesday,0.0,,2011-11-01
571883,22732,3D VINTAGE CHRISTMAS STICKERS ,1,2011-10-19 13:58:00,1.25,14704,United Kingdom,1.25,Wednesday,,First entry,2011-10-01
565803,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-09-07 10:38:00,2.55,17735,United Kingdom,15.299999999999999,Wednesday,0.0,,2011-09-01
548974,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-04-05 11:47:00,3.95,15194,United Kingdom,15.8,Tuesday,0.0,,2011-04-01
566195,21877,HOME SWEET HOME MUG,12,2011-09-09 13:44:00,1.25,12433,Norway,15.0,Friday,0.0,,2011-09-01
571883,22121,NOEL WOODEN BLOCK LETTERS ,1,2011-10-19 13:58:00,5.95,14704,United Kingdom,5.95,Wednesday,,First entry,2011-10-01
542519,22728,ALARM CLOCK BAKELIKE PINK,8,2011-01-28 12:19:00,3.75,15159,United Kingdom,30.0,Friday,,First entry,2011-01-01
549238,23254,CHILDRENS CUTLERY DOLLY GIRL ,2,2011-04-07 11:30:00,4.15,14667,United Kingdom,8.3,Thursday,,First entry,2011-04-01
551775,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-05-04 11:21:00,6.75,12886,United Kingdom,27.0,Wednesday,,First entry,2011-05-01
566345,23388,WOODLAND MINI BACKPACK,6,2011-09-12 12:27:00,4.15,17685,United Kingdom,24.900000000000002,Monday,,First entry,2011-09-01
568066,21914,BLUE HARMONICA IN BOX ,1,2011-09-23 13:48:00,1.25,14529,United Kingdom,1.25,Friday,0.0,,2011-09-01
581425,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-12-08 15:31:00,0.39,14796,United Kingdom,0.39,Thursday,,First entry,2011-12-01
568494,22639,SET OF 4 NAPKIN CHARMS HEARTS,4,2011-09-27 12:08:00,2.55,16266,United Kingdom,10.2,Tuesday,0.0,,2011-09-01
536532,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2010-12-01 13:24:00,1.65,12433,Norway,39.599999999999994,Wednesday,,First entry,2010-12-01
560033,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-07-14 13:28:00,2.95,12388,Australia,17.700000000000003,Thursday,,First entry,2011-07-01
557259,23171,REGENCY TEA PLATE GREEN ,12,2011-06-19 10:38:00,1.65,15909,United Kingdom,19.799999999999997,Sunday,0.0,,2011-06-01
541208,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,24,2011-01-14 12:29:00,0.42,15159,United Kingdom,10.08,Friday,,First entry,2011-01-01
576356,22863,SOAP DISH BROCANTE,12,2011-11-14 16:30:00,2.95,15681,United Kingdom,35.400000000000006,Monday,0.0,,2011-11-01
577774,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,4,2011-11-21 15:57:00,2.1,16712,United Kingdom,8.4,Monday,0.0,,2011-11-01
566600,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-09-13 15:41:00,0.79,13704,United Kingdom,9.48,Tuesday,0.0,,2011-09-01
545340,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-03-02 08:41:00,0.65,15416,United Kingdom,10.4,Wednesday,0.0,,2011-03-01
578225,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-11-23 11:51:00,2.95,17700,United Kingdom,17.700000000000003,Wednesday,0.0,,2011-11-01
569643,23242,TREASURE TIN BUFFALO BILL ,6,2011-10-05 12:31:00,2.08,15730,United Kingdom,12.48,Wednesday,0.0,,2011-10-01
573496,22467,GUMBALL COAT RACK,1,2011-10-31 11:59:00,2.55,17841,United Kingdom,2.55,Monday,0.0,,2011-10-01
539405,85205B,PINK FELT EASTER RABBIT GARLAND,12,2010-12-17 12:38:00,2.55,12621,Germany,30.599999999999998,Friday,,First entry,2010-12-01
579069,21876,POTTERING MUG,12,2011-11-28 10:31:00,1.65,14911,EIRE,19.799999999999997,Monday,0.0,,2011-11-01
565409,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-09-04 11:15:00,3.75,16761,United Kingdom,15.0,Sunday,0.0,,2011-09-01
559831,23207,LUNCH BAG ALPHABET DESIGN,10,2011-07-13 09:58:00,1.65,14709,United Kingdom,16.5,Wednesday,0.0,,2011-07-01
551656,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2011-05-03 12:10:00,1.25,14911,EIRE,15.0,Tuesday,0.0,,2011-05-01
571241,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-10-14 14:58:00,2.55,14592,United Kingdom,2.55,Friday,,First entry,2011-10-01
538795,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-12-14 11:42:00,1.25,13267,United Kingdom,30.0,Tuesday,,First entry,2010-12-01
537144,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,2010-12-05 13:00:00,2.1,15880,United Kingdom,2.1,Sunday,,First entry,2010-12-01
557012,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-06-16 11:51:00,3.75,18241,United Kingdom,22.5,Thursday,0.0,,2011-06-01
581310,22210,WOOD STAMP SET BEST WISHES,1,2011-12-08 11:43:00,0.83,16442,United Kingdom,0.83,Thursday,,First entry,2011-12-01
574670,82581,TOILET METAL SIGN,1,2011-11-06 12:20:00,0.55,12838,United Kingdom,0.55,Sunday,0.0,,2011-11-01
573401,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-10-30 15:43:00,0.65,12364,Belgium,7.800000000000001,Sunday,0.0,,2011-10-01
574749,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-07 08:54:00,2.08,15150,United Kingdom,20.8,Monday,0.0,,2011-11-01
580279,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-12-02 13:12:00,0.85,15123,United Kingdom,10.2,Friday,0.0,,2011-12-01
553940,23199,JUMBO BAG APPLES,10,2011-05-20 10:36:00,2.08,14112,United Kingdom,20.8,Friday,0.0,,2011-05-01
547841,22464,HANGING METAL HEART LANTERN,3,2011-03-27 11:02:00,1.65,16923,United Kingdom,4.949999999999999,Sunday,,First entry,2011-03-01
576255,23313,VINTAGE CHRISTMAS BUNTING,2,2011-11-14 14:09:00,4.95,15993,United Kingdom,9.9,Monday,0.0,,2011-11-01
571656,23201,JUMBO BAG ALPHABET,4,2011-10-18 12:43:00,2.08,16393,United Kingdom,8.32,Tuesday,0.0,,2011-10-01
568181,22469,HEART OF WICKER SMALL,12,2011-09-25 13:42:00,1.65,17154,United Kingdom,19.799999999999997,Sunday,0.0,,2011-09-01
563100,23346,SPACEBOY BEAKER,12,2011-08-12 09:57:00,1.25,12381,Norway,15.0,Friday,,First entry,2011-08-01
556111,22939,APRON APPLE DELIGHT,4,2011-06-09 09:16:00,4.95,13004,United Kingdom,19.8,Thursday,,First entry,2011-06-01
547106,22107,PIZZA PLATE IN BOX,1,2011-03-21 11:24:00,3.75,15039,United Kingdom,3.75,Monday,,First entry,2011-03-01
568657,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-09-28 12:22:00,0.85,16460,United Kingdom,3.4,Wednesday,0.0,,2011-09-01
555240,22357,KINGS CHOICE BISCUIT TIN,1,2011-06-01 13:07:00,4.25,15039,United Kingdom,4.25,Wednesday,,First entry,2011-06-01
546929,22138,BAKING SET 9 PIECE RETROSPOT ,24,2011-03-18 10:34:00,4.25,13090,United Kingdom,102.0,Friday,-0.7000000000000002,,2011-03-01
579675,23084,RABBIT NIGHT LIGHT,12,2011-11-30 13:08:00,2.08,15654,United Kingdom,24.96,Wednesday,0.0,,2011-11-01
580876,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,2011-12-06 12:12:00,0.39,14071,United Kingdom,0.39,Tuesday,,First entry,2011-12-01
547372,21314,SMALL GLASS HEART TRINKET POT,1,2011-03-22 13:46:00,2.1,16374,United Kingdom,2.1,Tuesday,0.0,,2011-03-01
567092,23212,HEART WREATH DECORATION WITH BELL,12,2011-09-16 12:48:00,1.25,13196,United Kingdom,15.0,Friday,0.0,,2011-09-01
564734,22990,COTTON APRON PANTRY DESIGN,6,2011-08-28 13:32:00,4.95,12484,Spain,29.700000000000003,Sunday,0.0,,2011-08-01
542711,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-01-31 13:19:00,4.95,17894,United Kingdom,4.95,Monday,0.0,,2011-01-01
550521,15036,ASSORTED COLOURS SILK FAN,24,2011-04-19 09:49:00,0.83,13647,United Kingdom,19.919999999999998,Tuesday,,First entry,2011-04-01
546091,21535,RED RETROSPOT SMALL MILK JUG,6,2011-03-09 11:53:00,2.55,14936,Channel Islands,15.299999999999999,Wednesday,0.0,,2011-03-01
553833,20728,LUNCH BAG CARS BLUE,1,2011-05-19 11:41:00,1.65,17346,United Kingdom,1.65,Thursday,0.0,,2011-05-01
559441,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-07-08 12:22:00,0.65,12583,France,7.800000000000001,Friday,0.0,,2011-07-01
539030,22837,HOT WATER BOTTLE BABUSHKA ,12,2010-12-15 14:25:00,4.65,13089,United Kingdom,55.800000000000004,Wednesday,,First entry,2010-12-01
561113,21818,GLITTER HEART DECORATION,5,2011-07-25 12:09:00,0.85,17841,United Kingdom,4.25,Monday,0.0,,2011-07-01
536561,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-12-01 15:06:00,3.75,12921,United Kingdom,15.0,Wednesday,,First entry,2010-12-01
550915,21166,COOK WITH WINE METAL SIGN ,2,2011-04-21 13:30:00,2.08,13263,United Kingdom,4.16,Thursday,0.0,,2011-04-01
570672,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,2011-10-11 14:52:00,0.19,12536,France,4.5600000000000005,Tuesday,0.0,,2011-10-01
543631,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-02-10 16:17:00,2.95,14081,United Kingdom,2.95,Thursday,,First entry,2011-02-01
540798,22083,PAPER CHAIN KIT RETROSPOT,6,2011-01-11 12:11:00,2.95,17365,United Kingdom,17.700000000000003,Tuesday,0.0,,2011-01-01
567462,21158,MOODY GIRL DOOR HANGER ,1,2011-09-20 12:35:00,0.39,14446,United Kingdom,0.39,Tuesday,-1.06,,2011-09-01
556106,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-06-08 16:54:00,2.08,14056,United Kingdom,2.08,Wednesday,0.13000000000000012,,2011-06-01
545019,22683,FRENCH BLUE METAL DOOR SIGN 8,20,2011-02-25 13:56:00,1.25,15093,United Kingdom,25.0,Friday,,First entry,2011-02-01
552769,23298,SPOTTY BUNTING,2,2011-05-11 11:47:00,4.95,16241,United Kingdom,9.9,Wednesday,,First entry,2011-05-01
560271,21733,RED HANGING HEART T-LIGHT HOLDER,4,2011-07-17 14:51:00,2.95,16474,United Kingdom,11.8,Sunday,0.0,,2011-07-01
578263,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-23 13:27:00,0.29,17422,United Kingdom,6.959999999999999,Wednesday,0.0,,2011-11-01
545060,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-02-27 13:47:00,6.95,15547,United Kingdom,13.9,Sunday,,First entry,2011-02-01
547563,22570,FELTCRAFT CUSHION RABBIT,4,2011-03-24 08:56:00,3.75,15651,United Kingdom,15.0,Thursday,0.0,,2011-03-01
572103,22475,SKULL DESIGN TV DINNER TRAY,1,2011-10-20 15:57:00,4.95,17571,United Kingdom,4.95,Thursday,0.0,,2011-10-01
567148,23200,JUMBO BAG PEARS,10,2011-09-16 15:23:00,2.08,18225,United Kingdom,20.8,Friday,0.0,,2011-09-01
541655,22427,ENAMEL FLOWER JUG CREAM,1,2011-01-20 12:04:00,5.95,14779,United Kingdom,5.95,Thursday,,First entry,2011-01-01
569404,23534,STOP FOR TEA WALL ART,3,2011-10-04 09:03:00,5.95,13319,United Kingdom,17.85,Tuesday,0.0,,2011-10-01
581400,23505,PLAYING CARDS I LOVE LONDON ,2,2011-12-08 13:36:00,1.25,14056,United Kingdom,2.5,Thursday,0.0,,2011-12-01
579991,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-12-01 11:20:00,4.25,13159,United Kingdom,17.0,Thursday,0.0,,2011-12-01
577051,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-11-17 14:02:00,1.69,14034,United Kingdom,3.38,Thursday,0.0,,2011-11-01
542345,22930,BAKING MOULD HEART MILK CHOCOLATE,2,2011-01-27 11:55:00,2.55,15910,United Kingdom,5.1,Thursday,,First entry,2011-01-01
577504,22534,MAGIC DRAWING SLATE SPACEBOY ,2,2011-11-20 12:36:00,0.42,14159,United Kingdom,0.84,Sunday,0.0,,2011-11-01
544691,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-23 09:09:00,3.95,13804,United Kingdom,15.8,Wednesday,0.0,,2011-02-01
553194,22467,GUMBALL COAT RACK,3,2011-05-15 13:37:00,2.55,16283,United Kingdom,7.6499999999999995,Sunday,0.0,,2011-05-01
556503,21925,UNION STRIPE CUSHION COVER ,12,2011-06-13 08:44:00,1.25,13517,United Kingdom,15.0,Monday,0.0,,2011-06-01
567304,84836,ZINC METAL HEART DECORATION,5,2011-09-19 13:27:00,1.25,14704,United Kingdom,6.25,Monday,0.0,,2011-09-01
569470,21918,SET 12 KIDS COLOUR  CHALK STICKS,6,2011-10-04 12:25:00,0.42,17673,United Kingdom,2.52,Tuesday,0.0,,2011-10-01
544685,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-22 17:13:00,5.95,13285,United Kingdom,11.9,Tuesday,,First entry,2011-02-01
576867,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-16 16:18:00,4.95,13012,United Kingdom,29.700000000000003,Wednesday,,First entry,2011-11-01
562213,22386,JUMBO BAG PINK POLKADOT,3,2011-08-03 13:39:00,2.08,13975,United Kingdom,6.24,Wednesday,0.0,,2011-08-01
548199,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-03-29 16:12:00,1.95,16945,United Kingdom,19.5,Tuesday,0.0,,2011-03-01
579750,21498,RED RETROSPOT WRAP ,25,2011-11-30 14:42:00,0.42,13536,United Kingdom,10.5,Wednesday,0.0,,2011-11-01
574104,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-11-03 10:45:00,1.25,12615,France,15.0,Thursday,0.0,,2011-11-01
572465,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2011-10-24 13:26:00,2.1,14474,United Kingdom,12.600000000000001,Monday,,First entry,2011-10-01
572513,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2011-10-24 14:36:00,0.65,16728,United Kingdom,0.65,Monday,,First entry,2011-10-01
564056,90209B,GREEN ENAMEL+GLASS HAIR COMB,6,2011-08-22 14:13:00,2.1,14387,United Kingdom,12.600000000000001,Monday,,First entry,2011-08-01
580129,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-12-01 18:03:00,1.25,17426,United Kingdom,15.0,Thursday,0.0,,2011-12-01
567922,22891,TEA FOR ONE POLKADOT,6,2011-09-22 17:24:00,4.25,13279,United Kingdom,25.5,Thursday,0.0,,2011-09-01
573029,22747,POPPY'S PLAYHOUSE BATHROOM,2,2011-10-27 13:33:00,2.1,14971,United Kingdom,4.2,Thursday,0.0,,2011-10-01
545654,22979,PANTRY WASHING UP BRUSH,24,2011-03-04 13:46:00,1.45,15681,United Kingdom,34.8,Friday,,First entry,2011-03-01
566281,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-11 14:15:00,0.95,12748,United Kingdom,0.95,Sunday,0.0,,2011-09-01
578038,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-11-22 14:10:00,2.08,14251,United Kingdom,24.96,Tuesday,0.0,,2011-11-01
550333,22920,HERB MARKER BASIL,12,2011-04-17 14:05:00,0.65,15410,United Kingdom,7.800000000000001,Sunday,,First entry,2011-04-01
569234,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-10-02 15:33:00,4.95,17841,United Kingdom,4.95,Sunday,,First entry,2011-10-01
537829,22358,KINGS CHOICE TEA CADDY ,6,2010-12-08 14:46:00,2.95,15498,United Kingdom,17.700000000000003,Wednesday,,First entry,2010-12-01
568346,21669,BLUE STRIPE CERAMIC DRAWER KNOB,3,2011-09-26 15:28:00,3.29,14096,United Kingdom,9.870000000000001,Monday,2.04,,2011-09-01
563839,21420,OYSTER TRINKET BOX,4,2011-08-19 13:24:00,3.25,16828,United Kingdom,13.0,Friday,,First entry,2011-08-01
540702,22505,MEMO BOARD COTTAGE DESIGN,4,2011-01-11 09:58:00,4.95,13491,United Kingdom,19.8,Tuesday,0.0,,2011-01-01
537058,82552,WASHROOM METAL SIGN,12,2010-12-05 11:51:00,1.45,13269,United Kingdom,17.4,Sunday,,First entry,2010-12-01
570488,23275,SET OF 3 HANGING OWLS OLLIE BEAK,2,2011-10-10 17:12:00,2.46,14096,United Kingdom,4.92,Monday,,First entry,2011-10-01
567179,85032B,BLOSSOM IMAGES GIFT WRAP SET,1,2011-09-18 14:27:00,0.65,15547,United Kingdom,0.65,Sunday,,First entry,2011-09-01
580399,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-12-04 11:45:00,5.95,13471,United Kingdom,17.85,Sunday,0.0,,2011-12-01
557949,22440,BALLOON WATER BOMB PACK OF 35,20,2011-06-23 17:20:00,0.42,15530,United Kingdom,8.4,Thursday,0.0,,2011-06-01
536404,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2010-12-01 11:29:00,0.55,16218,United Kingdom,13.200000000000001,Wednesday,,First entry,2010-12-01
542862,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,2011-02-01 11:51:00,2.95,14606,United Kingdom,2.95,Tuesday,,First entry,2011-02-01
576364,21770,OPEN CLOSED METAL SIGN,1,2011-11-14 17:40:00,4.95,15009,United Kingdom,4.95,Monday,,First entry,2011-11-01
574015,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-11-02 12:03:00,1.25,15576,United Kingdom,15.0,Wednesday,0.30000000000000004,,2011-11-01
577408,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-20 10:51:00,4.95,14805,United Kingdom,9.9,Sunday,0.0,,2011-11-01
554072,21314,SMALL GLASS HEART TRINKET POT,4,2011-05-22 11:24:00,2.1,13555,United Kingdom,8.4,Sunday,0.0,,2011-05-01
564721,22493,PAINT YOUR OWN CANVAS SET,24,2011-08-28 12:01:00,1.65,15095,United Kingdom,39.599999999999994,Sunday,,First entry,2011-08-01
575491,21164,HOME SWEET HOME METAL SIGN ,1,2011-11-09 17:47:00,2.95,15531,United Kingdom,2.95,Wednesday,,First entry,2011-11-01
